file,label,group,set
new_dataset_raw\Oily\oily(76)_resized_rotated_180.jpg,oily,oily(76),train
new_dataset_raw\Oily\oily(76)_resized_rotated_180_flipped_horizontal.jpg,oily,oily(76),train
new_dataset_raw\Oily\oily(76)_resized_rotated_180_flipped_vertical.jpg,oily,oily(76),train
new_dataset_raw\Oily\oily(76)_resized_rotated_90_flipped_horizontal.jpg,oily,oily(76),train
new_dataset_raw\Oily\oily(76)_resized_rotated_90_flipped_vertical.jpg,oily,oily(76),train
new_dataset_raw\Oily\oily(78)_resized_flipped_horizontal.jpg,oily,oily(78),train
new_dataset_raw\Oily\oily(78)_resized_flipped_vertical.jpg,oily,oily(78),train
new_dataset_raw\Oily\oily(78)_resized_resized.jpg,oily,oily(78),train
new_dataset_raw\Oily\oily(78)_resized_rotated_180_flipped_vertical.jpg,oily,oily(78),train
new_dataset_raw\Oily\oily(78)_resized_rotated_90_flipped_horizontal.jpg,oily,oily(78),train
new_dataset_raw\Oily\oily(78)_resized_rotated_90_flipped_vertical.jpg,oily,oily(78),train
new_dataset_raw\Oily\oily(83)_resized_flipped_horizontal.jpg,oily,oily(83),train
new_dataset_raw\Oily\oily(83)_resized_rotated_180.jpg,oily,oily(83),train
new_dataset_raw\Oily\oily(83)_resized_rotated_180_flipped_horizontal.jpg,oily,oily(83),train
new_dataset_raw\Oily\oily(83)_resized_rotated_180_flipped_vertical.jpg,oily,oily(83),train
new_dataset_raw\Oily\oily(83)_resized_rotated_90.jpg,oily,oily(83),train
new_dataset_raw\Oily\oily(83)_resized_rotated_90_flipped_horizontal.jpg,oily,oily(83),train
new_dataset_raw\Oily\oily(83)_resized_rotated_90_flipped_vertical.jpg,oily,oily(83),train
new_dataset_raw\Oily\oily(86)_resized_resized.jpg,oily,oily(86),train
new_dataset_raw\Oily\oily(86)_resized_rotated_180_flipped_horizontal.jpg,oily,oily(86),train
new_dataset_raw\Oily\oily(86)_resized_rotated_180_flipped_vertical.jpg,oily,oily(86),train
new_dataset_raw\Oily\oily(86)_resized_rotated_90.jpg,oily,oily(86),train
new_dataset_raw\Oily\oily(86)_resized_rotated_90_flipped_horizontal.jpg,oily,oily(86),train
new_dataset_raw\Oily\oily(86)_resized_rotated_90_flipped_vertical.jpg,oily,oily(86),train
new_dataset_raw\Sensitive\image_139_resized_flipped_horizontal.jpg,sensitive,image_139,train
new_dataset_raw\Sensitive\image_139_resized_flipped_vertical.jpg,sensitive,image_139,train
new_dataset_raw\Sensitive\image_139_resized_resized.jpg,sensitive,image_139,train
new_dataset_raw\Sensitive\image_139_resized_rotated_180.jpg,sensitive,image_139,train
new_dataset_raw\Sensitive\image_139_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_139,train
new_dataset_raw\Sensitive\image_139_resized_rotated_180_flipped_vertical.jpg,sensitive,image_139,train
new_dataset_raw\Sensitive\image_139_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_139,train
new_dataset_raw\Sensitive\image_139_resized_rotated_90_flipped_vertical.jpg,sensitive,image_139,train
new_dataset_raw\Sensitive\image_141_resized_flipped_horizontal.jpg,sensitive,image_141,train
new_dataset_raw\Sensitive\image_141_resized_flipped_vertical.jpg,sensitive,image_141,train
new_dataset_raw\Sensitive\image_141_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_141,train
new_dataset_raw\Sensitive\image_141_resized_rotated_180_flipped_vertical.jpg,sensitive,image_141,train
new_dataset_raw\Sensitive\image_141_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_141,train
new_dataset_raw\Sensitive\image_141_resized_rotated_90_flipped_vertical.jpg,sensitive,image_141,train
new_dataset_raw\Sensitive\image_149_resized_flipped_horizontal.jpg,sensitive,image_149,train
new_dataset_raw\Sensitive\image_149_resized_flipped_vertical.jpg,sensitive,image_149,train
new_dataset_raw\Sensitive\image_149_resized_resized.jpg,sensitive,image_149,train
new_dataset_raw\Sensitive\image_149_resized_rotated_180_flipped_vertical.jpg,sensitive,image_149,train
new_dataset_raw\Sensitive\image_149_resized_rotated_90.jpg,sensitive,image_149,train
new_dataset_raw\Sensitive\image_149_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_149,train
new_dataset_raw\Sensitive\image_149_resized_rotated_90_flipped_vertical.jpg,sensitive,image_149,train
new_dataset_raw\Sensitive\image_235_resized_flipped_vertical.jpg,sensitive,image_235,train
new_dataset_raw\Sensitive\image_235_resized_resized.jpg,sensitive,image_235,train
new_dataset_raw\Sensitive\image_235_resized_rotated_180.jpg,sensitive,image_235,train
new_dataset_raw\Sensitive\image_235_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_235,train
new_dataset_raw\Sensitive\image_235_resized_rotated_180_flipped_vertical.jpg,sensitive,image_235,train
new_dataset_raw\Sensitive\image_235_resized_rotated_90.jpg,sensitive,image_235,train
new_dataset_raw\Sensitive\image_235_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_235,train
new_dataset_raw\Sensitive\image_235_resized_rotated_90_flipped_vertical.jpg,sensitive,image_235,train
new_dataset_raw\Sensitive\image_240_resized_flipped_horizontal.jpg,sensitive,image_240,train
new_dataset_raw\Sensitive\image_240_resized_flipped_vertical.jpg,sensitive,image_240,train
new_dataset_raw\Sensitive\image_240_resized_resized.jpg,sensitive,image_240,train
new_dataset_raw\Sensitive\image_240_resized_rotated_180_flipped_vertical.jpg,sensitive,image_240,train
new_dataset_raw\Sensitive\image_240_resized_rotated_90.jpg,sensitive,image_240,train
new_dataset_raw\Sensitive\image_240_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_240,train
new_dataset_raw\Sensitive\image_305_resized_rotated_180.jpg,sensitive,image_305,train
new_dataset_raw\Sensitive\image_305_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_305,train
new_dataset_raw\Sensitive\image_305_resized_rotated_180_flipped_vertical.jpg,sensitive,image_305,train
new_dataset_raw\Sensitive\image_305_resized_rotated_90.jpg,sensitive,image_305,train
new_dataset_raw\Sensitive\image_305_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_305,train
new_dataset_raw\Sensitive\image_305_resized_rotated_90_flipped_vertical.jpg,sensitive,image_305,train
new_dataset_raw\Sensitive\image_316 - Copy_resized_resized.jpg,sensitive,image_316,train
new_dataset_raw\Sensitive\image_316 - Copy_resized_rotated_180.jpg,sensitive,image_316,train
new_dataset_raw\Sensitive\image_316 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_316,train
new_dataset_raw\Sensitive\image_316 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_316,train
new_dataset_raw\Sensitive\image_316 - Copy_resized_rotated_90.jpg,sensitive,image_316,train
new_dataset_raw\Sensitive\image_316 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_316,train
new_dataset_raw\Sensitive\image_316 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,image_316,train
new_dataset_raw\Sensitive\image_348 - Copy_resized_flipped_vertical.jpg,sensitive,image_348,train
new_dataset_raw\Sensitive\image_348 - Copy_resized_resized.jpg,sensitive,image_348,train
new_dataset_raw\Sensitive\image_348 - Copy_resized_rotated_180.jpg,sensitive,image_348,train
new_dataset_raw\Sensitive\image_348 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_348,train
new_dataset_raw\Sensitive\image_348 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_348,train
new_dataset_raw\Sensitive\image_348 - Copy_resized_rotated_90.jpg,sensitive,image_348,train
new_dataset_raw\Sensitive\image_374 - Copy_resized_flipped_horizontal.jpg,sensitive,image_374,train
new_dataset_raw\Sensitive\image_374 - Copy_resized_flipped_vertical.jpg,sensitive,image_374,train
new_dataset_raw\Sensitive\image_374 - Copy_resized_resized.jpg,sensitive,image_374,train
new_dataset_raw\Sensitive\image_374 - Copy_resized_rotated_180.jpg,sensitive,image_374,train
new_dataset_raw\Sensitive\image_374 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_374,train
new_dataset_raw\Sensitive\image_374 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_374,train
new_dataset_raw\Sensitive\image_374 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,image_374,train
new_dataset_raw\Sensitive\image_385 - Copy_resized_flipped_horizontal.jpg,sensitive,image_385,train
new_dataset_raw\Sensitive\image_385 - Copy_resized_flipped_vertical.jpg,sensitive,image_385,train
new_dataset_raw\Sensitive\image_385 - Copy_resized_resized.jpg,sensitive,image_385,train
new_dataset_raw\Sensitive\image_385 - Copy_resized_rotated_180.jpg,sensitive,image_385,train
new_dataset_raw\Sensitive\image_385 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_385,train
new_dataset_raw\Sensitive\image_385 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_385,train
new_dataset_raw\Sensitive\image_385 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,image_385,train
new_dataset_raw\Sensitive\image_387 - Copy_resized_flipped_vertical.jpg,sensitive,image_387,train
new_dataset_raw\Sensitive\image_387 - Copy_resized_resized.jpg,sensitive,image_387,train
new_dataset_raw\Sensitive\image_387 - Copy_resized_rotated_180.jpg,sensitive,image_387,train
new_dataset_raw\Sensitive\image_387 - Copy_resized_rotated_90.jpg,sensitive,image_387,train
new_dataset_raw\Sensitive\image_387 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_387,train
new_dataset_raw\Sensitive\image_387 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,image_387,train
new_dataset_raw\Sensitive\image_396 - Copy_resized_flipped_horizontal.jpg,sensitive,image_396,train
new_dataset_raw\Sensitive\image_396 - Copy_resized_flipped_vertical.jpg,sensitive,image_396,train
new_dataset_raw\Sensitive\image_396 - Copy_resized_resized.jpg,sensitive,image_396,train
new_dataset_raw\Sensitive\image_396 - Copy_resized_rotated_180.jpg,sensitive,image_396,train
new_dataset_raw\Sensitive\image_396 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_396,train
new_dataset_raw\Sensitive\image_396 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_396,train
new_dataset_raw\Sensitive\image_396 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_396,train
new_dataset_raw\Sensitive\image_396 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,image_396,train
new_dataset_raw\Sensitive\image_398 - Copy_resized_flipped_horizontal.jpg,sensitive,image_398,train
new_dataset_raw\Sensitive\image_398 - Copy_resized_flipped_vertical.jpg,sensitive,image_398,train
new_dataset_raw\Sensitive\image_398 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_398,train
new_dataset_raw\Sensitive\image_398 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_398,train
new_dataset_raw\Sensitive\image_398 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_398,train
new_dataset_raw\Sensitive\image_398 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,image_398,train
new_dataset_raw\Sensitive\image_400 - Copy_resized_flipped_horizontal.jpg,sensitive,image_400,train
new_dataset_raw\Sensitive\image_400 - Copy_resized_flipped_vertical.jpg,sensitive,image_400,train
new_dataset_raw\Sensitive\image_400 - Copy_resized_resized.jpg,sensitive,image_400,train
new_dataset_raw\Sensitive\image_400 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_400,train
new_dataset_raw\Sensitive\image_400 - Copy_resized_rotated_90.jpg,sensitive,image_400,train
new_dataset_raw\Sensitive\image_400 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_400,train
new_dataset_raw\Sensitive\image_400 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,image_400,train
new_dataset_raw\Sensitive\image_406 - Copy_resized_flipped_vertical.jpg,sensitive,image_406,train
new_dataset_raw\Sensitive\image_406 - Copy_resized_resized.jpg,sensitive,image_406,train
new_dataset_raw\Sensitive\image_406 - Copy_resized_rotated_180.jpg,sensitive,image_406,train
new_dataset_raw\Sensitive\image_406 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_406,train
new_dataset_raw\Sensitive\image_406 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_406,train
new_dataset_raw\Sensitive\image_406 - Copy_resized_rotated_90.jpg,sensitive,image_406,train
new_dataset_raw\Sensitive\image_406 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_406,train
new_dataset_raw\Sensitive\image_406 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,image_406,train
new_dataset_raw\Sensitive\image_418 - Copy_resized_flipped_horizontal.jpg,sensitive,image_418,train
new_dataset_raw\Sensitive\image_418 - Copy_resized_rotated_180.jpg,sensitive,image_418,train
new_dataset_raw\Sensitive\image_418 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_418,train
new_dataset_raw\Sensitive\image_418 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_418,train
new_dataset_raw\Sensitive\image_418 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_418,train
new_dataset_raw\Sensitive\image_418 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,image_418,train
new_dataset_raw\Sensitive\image_441 - Copy_resized_rotated_180.jpg,sensitive,image_441,train
new_dataset_raw\Sensitive\image_441 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_441,train
new_dataset_raw\Sensitive\image_441 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_441,train
new_dataset_raw\Sensitive\image_441 - Copy_resized_rotated_90.jpg,sensitive,image_441,train
new_dataset_raw\Sensitive\image_441 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_441,train
new_dataset_raw\Sensitive\image_441 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,image_441,train
new_dataset_raw\Sensitive\image_498 - Copy_resized_flipped_horizontal.jpg,sensitive,image_498,train
new_dataset_raw\Sensitive\image_498 - Copy_resized_flipped_vertical.jpg,sensitive,image_498,train
new_dataset_raw\Sensitive\image_498 - Copy_resized_resized.jpg,sensitive,image_498,train
new_dataset_raw\Sensitive\image_498 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_498,train
new_dataset_raw\Sensitive\image_498 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_498,train
new_dataset_raw\Sensitive\image_498 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_498,train
new_dataset_raw\Sensitive\image_556 - Copy_resized_flipped_vertical.jpg,sensitive,image_556,train
new_dataset_raw\Sensitive\image_556 - Copy_resized_resized.jpg,sensitive,image_556,train
new_dataset_raw\Sensitive\image_556 - Copy_resized_rotated_180.jpg,sensitive,image_556,train
new_dataset_raw\Sensitive\image_556 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_556,train
new_dataset_raw\Sensitive\image_556 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_556,train
new_dataset_raw\Sensitive\image_556 - Copy_resized_rotated_90.jpg,sensitive,image_556,train
new_dataset_raw\Sensitive\image_605 - Copy_resized_flipped_vertical.jpg,sensitive,image_605,train
new_dataset_raw\Sensitive\image_605 - Copy_resized_resized.jpg,sensitive,image_605,train
new_dataset_raw\Sensitive\image_605 - Copy_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_605,train
new_dataset_raw\Sensitive\image_605 - Copy_resized_rotated_180_flipped_vertical.jpg,sensitive,image_605,train
new_dataset_raw\Sensitive\image_605 - Copy_resized_rotated_90.jpg,sensitive,image_605,train
new_dataset_raw\Sensitive\image_605 - Copy_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_605,train
new_dataset_raw\Sensitive\image_605 - Copy_resized_rotated_90_flipped_vertical.jpg,sensitive,image_605,train
new_dataset_raw\Sensitive\image_609_resized_flipped_horizontal.jpg,sensitive,image_609,train
new_dataset_raw\Sensitive\image_609_resized_flipped_vertical.jpg,sensitive,image_609,train
new_dataset_raw\Sensitive\image_609_resized_resized.jpg,sensitive,image_609,train
new_dataset_raw\Sensitive\image_609_resized_rotated_180.jpg,sensitive,image_609,train
new_dataset_raw\Sensitive\image_609_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_609,train
new_dataset_raw\Sensitive\image_609_resized_rotated_180_flipped_vertical.jpg,sensitive,image_609,train
new_dataset_raw\Sensitive\image_609_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_609,train
new_dataset_raw\Sensitive\image_609_resized_rotated_90_flipped_vertical.jpg,sensitive,image_609,train
new_dataset_raw\Sensitive\image_612_resized_flipped_horizontal.jpg,sensitive,image_612,train
new_dataset_raw\Sensitive\image_612_resized_flipped_vertical.jpg,sensitive,image_612,train
new_dataset_raw\Sensitive\image_612_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_612,train
new_dataset_raw\Sensitive\image_612_resized_rotated_180_flipped_vertical.jpg,sensitive,image_612,train
new_dataset_raw\Sensitive\image_612_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_612,train
new_dataset_raw\Sensitive\image_612_resized_rotated_90_flipped_vertical.jpg,sensitive,image_612,train
new_dataset_raw\Sensitive\image_613_resized_flipped_horizontal.jpg,sensitive,image_613,train
new_dataset_raw\Sensitive\image_613_resized_flipped_vertical.jpg,sensitive,image_613,train
new_dataset_raw\Sensitive\image_613_resized_resized.jpg,sensitive,image_613,train
new_dataset_raw\Sensitive\image_613_resized_rotated_180_flipped_vertical.jpg,sensitive,image_613,train
new_dataset_raw\Sensitive\image_613_resized_rotated_90.jpg,sensitive,image_613,train
new_dataset_raw\Sensitive\image_613_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_613,train
new_dataset_raw\Sensitive\image_613_resized_rotated_90_flipped_vertical.jpg,sensitive,image_613,train
new_dataset_raw\Sensitive\image_621_resized_flipped_vertical.jpg,sensitive,image_621,train
new_dataset_raw\Sensitive\image_621_resized_resized.jpg,sensitive,image_621,train
new_dataset_raw\Sensitive\image_621_resized_rotated_180.jpg,sensitive,image_621,train
new_dataset_raw\Sensitive\image_621_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_621,train
new_dataset_raw\Sensitive\image_621_resized_rotated_180_flipped_vertical.jpg,sensitive,image_621,train
new_dataset_raw\Sensitive\image_621_resized_rotated_90.jpg,sensitive,image_621,train
new_dataset_raw\Sensitive\image_621_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_621,train
new_dataset_raw\Sensitive\image_621_resized_rotated_90_flipped_vertical.jpg,sensitive,image_621,train
new_dataset_raw\Sensitive\image_623_resized_flipped_horizontal.jpg,sensitive,image_623,train
new_dataset_raw\Sensitive\image_623_resized_rotated_180.jpg,sensitive,image_623,train
new_dataset_raw\Sensitive\image_623_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_623,train
new_dataset_raw\Sensitive\image_623_resized_rotated_180_flipped_vertical.jpg,sensitive,image_623,train
new_dataset_raw\Sensitive\image_623_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_623,train
new_dataset_raw\Sensitive\image_623_resized_rotated_90_flipped_vertical.jpg,sensitive,image_623,train
new_dataset_raw\Sensitive\image_629_resized_flipped_horizontal.jpg,sensitive,image_629,train
new_dataset_raw\Sensitive\image_629_resized_flipped_vertical.jpg,sensitive,image_629,train
new_dataset_raw\Sensitive\image_629_resized_resized.jpg,sensitive,image_629,train
new_dataset_raw\Sensitive\image_629_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_629,train
new_dataset_raw\Sensitive\image_629_resized_rotated_180_flipped_vertical.jpg,sensitive,image_629,train
new_dataset_raw\Sensitive\image_629_resized_rotated_90.jpg,sensitive,image_629,train
new_dataset_raw\Sensitive\image_629_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_629,train
new_dataset_raw\Sensitive\image_629_resized_rotated_90_flipped_vertical.jpg,sensitive,image_629,train
new_dataset_raw\Sensitive\image_671_resized_flipped_horizontal.jpg,sensitive,image_671,train
new_dataset_raw\Sensitive\image_671_resized_flipped_vertical.jpg,sensitive,image_671,train
new_dataset_raw\Sensitive\image_671_resized_resized.jpg,sensitive,image_671,train
new_dataset_raw\Sensitive\image_671_resized_rotated_180.jpg,sensitive,image_671,train
new_dataset_raw\Sensitive\image_671_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_671,train
new_dataset_raw\Sensitive\image_671_resized_rotated_180_flipped_vertical.jpg,sensitive,image_671,train
new_dataset_raw\Sensitive\image_671_resized_rotated_90.jpg,sensitive,image_671,train
new_dataset_raw\Sensitive\image_671_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_671,train
new_dataset_raw\Sensitive\image_671_resized_rotated_90_flipped_vertical.jpg,sensitive,image_671,train
new_dataset_raw\Sensitive\image_681_resized_flipped_vertical.jpg,sensitive,image_681,train
new_dataset_raw\Sensitive\image_681_resized_resized.jpg,sensitive,image_681,train
new_dataset_raw\Sensitive\image_681_resized_rotated_180.jpg,sensitive,image_681,train
new_dataset_raw\Sensitive\image_681_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_681,train
new_dataset_raw\Sensitive\image_681_resized_rotated_180_flipped_vertical.jpg,sensitive,image_681,train
new_dataset_raw\Sensitive\image_681_resized_rotated_90.jpg,sensitive,image_681,train
new_dataset_raw\Sensitive\image_681_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_681,train
new_dataset_raw\Sensitive\image_681_resized_rotated_90_flipped_vertical.jpg,sensitive,image_681,train
new_dataset_raw\Sensitive\image_716_resized_flipped_horizontal.jpg,sensitive,image_716,train
new_dataset_raw\Sensitive\image_716_resized_flipped_vertical.jpg,sensitive,image_716,train
new_dataset_raw\Sensitive\image_716_resized_resized.jpg,sensitive,image_716,train
new_dataset_raw\Sensitive\image_716_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_716,train
new_dataset_raw\Sensitive\image_716_resized_rotated_180_flipped_vertical.jpg,sensitive,image_716,train
new_dataset_raw\Sensitive\image_716_resized_rotated_90.jpg,sensitive,image_716,train
new_dataset_raw\Sensitive\image_716_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_716,train
new_dataset_raw\Sensitive\image_716_resized_rotated_90_flipped_vertical.jpg,sensitive,image_716,train
new_dataset_raw\Sensitive\image_731_resized_flipped_horizontal.jpg,sensitive,image_731,train
new_dataset_raw\Sensitive\image_731_resized_flipped_vertical.jpg,sensitive,image_731,train
new_dataset_raw\Sensitive\image_731_resized_resized.jpg,sensitive,image_731,train
new_dataset_raw\Sensitive\image_731_resized_rotated_180.jpg,sensitive,image_731,train
new_dataset_raw\Sensitive\image_731_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_731,train
new_dataset_raw\Sensitive\image_731_resized_rotated_180_flipped_vertical.jpg,sensitive,image_731,train
new_dataset_raw\Sensitive\image_731_resized_rotated_90.jpg,sensitive,image_731,train
new_dataset_raw\Sensitive\image_731_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_731,train
new_dataset_raw\Sensitive\image_731_resized_rotated_90_flipped_vertical.jpg,sensitive,image_731,train
new_dataset_raw\Sensitive\image_756_resized_flipped_vertical.jpg,sensitive,image_756,train
new_dataset_raw\Sensitive\image_756_resized_resized.jpg,sensitive,image_756,train
new_dataset_raw\Sensitive\image_756_resized_rotated_180.jpg,sensitive,image_756,train
new_dataset_raw\Sensitive\image_756_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_756,train
new_dataset_raw\Sensitive\image_756_resized_rotated_180_flipped_vertical.jpg,sensitive,image_756,train
new_dataset_raw\Sensitive\image_756_resized_rotated_90.jpg,sensitive,image_756,train
new_dataset_raw\Sensitive\image_756_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_756,train
new_dataset_raw\Sensitive\image_756_resized_rotated_90_flipped_vertical.jpg,sensitive,image_756,train
new_dataset_raw\Sensitive\image_767_resized_flipped_horizontal.jpg,sensitive,image_767,train
new_dataset_raw\Sensitive\image_767_resized_flipped_vertical.jpg,sensitive,image_767,train
new_dataset_raw\Sensitive\image_767_resized_resized.jpg,sensitive,image_767,train
new_dataset_raw\Sensitive\image_767_resized_rotated_180.jpg,sensitive,image_767,train
new_dataset_raw\Sensitive\image_767_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_767,train
new_dataset_raw\Sensitive\image_767_resized_rotated_180_flipped_vertical.jpg,sensitive,image_767,train
new_dataset_raw\Sensitive\image_767_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_767,train
new_dataset_raw\Sensitive\image_767_resized_rotated_90_flipped_vertical.jpg,sensitive,image_767,train
new_dataset_raw\Sensitive\image_774_resized_flipped_horizontal.jpg,sensitive,image_774,train
new_dataset_raw\Sensitive\image_774_resized_flipped_vertical.jpg,sensitive,image_774,train
new_dataset_raw\Sensitive\image_774_resized_resized.jpg,sensitive,image_774,train
new_dataset_raw\Sensitive\image_774_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_774,train
new_dataset_raw\Sensitive\image_774_resized_rotated_180_flipped_vertical.jpg,sensitive,image_774,train
new_dataset_raw\Sensitive\image_774_resized_rotated_90.jpg,sensitive,image_774,train
new_dataset_raw\Sensitive\image_774_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_774,train
new_dataset_raw\Sensitive\image_774_resized_rotated_90_flipped_vertical.jpg,sensitive,image_774,train
new_dataset_raw\Sensitive\image_783_resized_flipped_horizontal.jpg,sensitive,image_783,train
new_dataset_raw\Sensitive\image_783_resized_flipped_vertical.jpg,sensitive,image_783,train
new_dataset_raw\Sensitive\image_783_resized_resized.jpg,sensitive,image_783,train
new_dataset_raw\Sensitive\image_783_resized_rotated_180.jpg,sensitive,image_783,train
new_dataset_raw\Sensitive\image_783_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_783,train
new_dataset_raw\Sensitive\image_783_resized_rotated_180_flipped_vertical.jpg,sensitive,image_783,train
new_dataset_raw\Sensitive\image_783_resized_rotated_90.jpg,sensitive,image_783,train
new_dataset_raw\Sensitive\image_783_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_783,train
new_dataset_raw\Sensitive\image_783_resized_rotated_90_flipped_vertical.jpg,sensitive,image_783,train
new_dataset_raw\Sensitive\image_784_resized_flipped_vertical.jpg,sensitive,image_784,train
new_dataset_raw\Sensitive\image_784_resized_resized.jpg,sensitive,image_784,train
new_dataset_raw\Sensitive\image_784_resized_rotated_180.jpg,sensitive,image_784,train
new_dataset_raw\Sensitive\image_784_resized_rotated_180_flipped_horizontal.jpg,sensitive,image_784,train
new_dataset_raw\Sensitive\image_784_resized_rotated_180_flipped_vertical.jpg,sensitive,image_784,train
new_dataset_raw\Sensitive\image_784_resized_rotated_90.jpg,sensitive,image_784,train
new_dataset_raw\Sensitive\image_784_resized_rotated_90_flipped_horizontal.jpg,sensitive,image_784,train
new_dataset_raw\Sensitive\image_784_resized_rotated_90_flipped_vertical.jpg,sensitive,image_784,train
new_dataset_raw\Combination\acne-pustular-20_resized_flipped_vertical.jpg,combination,acne-pustular-20,train
new_dataset_raw\Combination\acne-pustular-20_resized_resized.jpg,combination,acne-pustular-20,train
new_dataset_raw\Combination\acne-pustular-20_resized_rotated_180.jpg,combination,acne-pustular-20,train
new_dataset_raw\Combination\acne-pustular-20_resized_rotated_180_flipped_horizontal.jpg,combination,acne-pustular-20,train
new_dataset_raw\Combination\acne-pustular-20_resized_rotated_180_flipped_vertical.jpg,combination,acne-pustular-20,train
new_dataset_raw\Combination\acne-pustular-20_resized_rotated_90.jpg,combination,acne-pustular-20,train
new_dataset_raw\Combination\acne-pustular-20_resized_rotated_90_flipped_horizontal.jpg,combination,acne-pustular-20,train
new_dataset_raw\Combination\acne-pustular-20_resized_rotated_90_flipped_vertical.jpg,combination,acne-pustular-20,train
